RELEASE_ID,FILE_NAME,SIZE,LOC_ADDED,AVG_LOC_ADDED,MAX_LOC_ADDED,LOC_REMOVED,AVG_LOC_REMOVED,MAX_LOC_REMOVED,CHURN,AVG_CHURN,MAX_CHURN,NUMBER_OF_REVISIONS,NUMBER_OF_DEFECT_FIXES,NUMBER_OF_AUTHORS,IS_BUGGY
1,storm-core/src/jvm/backtype/storm/Config.java,958,3504,100.11428571428571,799,829,23.685714285714287,122,2819,80.54285714285714,799,35,0,9,YES
1,storm-core/src/jvm/backtype/storm/ConfigValidation.java,89,108,21.6,82,12,2.4,6,96,19.2,82,5,0,3,YES
1,storm-core/src/jvm/backtype/storm/Constants.java,18,54,18.0,18,0,0.0,0,54,18.0,18,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/ILocalCluster.java,30,90,30.0,30,0,0.0,0,90,30.0,30,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/ILocalDRPC.java,10,30,10.0,10,0,0.0,0,30,10.0,10,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/StormSubmitter.java,152,456,152.0,152,0,0.0,0,456,152.0,152,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/clojure/ClojureBolt.java,102,306,102.0,102,0,0.0,0,306,102.0,102,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/clojure/ClojureSpout.java,136,408,136.0,136,0,0.0,0,408,136.0,136,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/clojure/RichShellBolt.java,34,104,20.8,34,2,0.4,1,102,20.4,34,5,0,3,NO
1,storm-core/src/jvm/backtype/storm/clojure/RichShellSpout.java,34,104,20.8,34,2,0.4,1,102,20.4,34,5,0,3,NO
1,storm-core/src/jvm/backtype/storm/coordination/BatchBoltExecutor.java,91,273,91.0,91,0,0.0,0,273,91.0,91,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/coordination/BatchOutputCollector.java,29,87,29.0,29,0,0.0,0,87,29.0,29,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/coordination/BatchOutputCollectorImpl.java,36,108,36.0,36,0,0.0,0,108,36.0,36,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/coordination/BatchSubtopologyBuilder.java,419,1257,419.0,419,0,0.0,0,1257,419.0,419,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/coordination/CoordinatedBolt.java,365,1095,365.0,365,0,0.0,0,1095,365.0,365,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/coordination/IBatchBolt.java,13,39,13.0,13,0,0.0,0,39,13.0,13,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/daemon/Shutdownable.java,5,15,5.0,5,0,0.0,0,15,5.0,5,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/drpc/DRPCInvocationsClient.java,74,222,74.0,74,0,0.0,0,222,74.0,74,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/drpc/DRPCSpout.java,152,456,152.0,152,0,0.0,0,456,152.0,152,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/drpc/JoinResult.java,58,174,58.0,58,0,0.0,0,174,58.0,58,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/drpc/KeyedFairBolt.java,76,228,76.0,76,0,0.0,0,228,76.0,76,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/drpc/LinearDRPCInputDeclarer.java,32,96,32.0,32,0,0.0,0,96,32.0,32,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/drpc/LinearDRPCTopologyBuilder.java,366,1098,366.0,366,0,0.0,0,1098,366.0,366,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/drpc/PrepareRequest.java,42,126,42.0,42,0,0.0,0,126,42.0,42,3,0,2,NO
1,storm-core/src/jvm/backtype/storm/drpc/ReturnResults.java,78,234,78.0,78,0,0.0,0,234,78.0,78,3,0,2,NO
